id,name_en,name_it,category,subcategory,lat,lon,radius_km,country,region,province,false_positive_confidence
etna-summit,Mt. Etna summit craters,Mt. Etna — crateri sommitali,volcanic,active_stratovolcano,37.751,14.9934,15.0,IT,Sicilia,Catania,1.0
stromboli,Stromboli volcano,Vulcano Stromboli,volcanic,continuously_active_volcano,38.789,15.213,5.0,IT,Sicilia,Messina,1.0
vulcano-fossa,La Fossa crater (Vulcano island),Cratere La Fossa (Isola di Vulcano),volcanic,fumarolic_field,38.404,14.964,3.0,IT,Sicilia,Messina,0.95
augusta-priolo-melilli,Augusta-Priolo-Melilli petrochemical complex,Polo petrolchimico Augusta-Priolo-Melilli,industrial,petrochemical_gas_flares,37.2,15.2,5.0,IT,Sicilia,Siracusa,0.98
gela-refinery,Gela refinery,Raffineria di Gela,industrial,refinery,37.06,14.27,3.0,IT,Sicilia,Caltanissetta,0.97
milazzo-refinery,Milazzo refinery,Raffineria di Milazzo,industrial,refinery_with_flare,38.22,15.24,3.0,IT,Sicilia,Messina,0.97
termini-imerese,Former Fiat plant + Termini Imerese industrial port,Ex stabilimento Fiat + porto industriale di Termini Imerese,industrial,industrial_port,37.99,13.7,3.0,IT,Sicilia,Palermo,0.9
catania-port,Catania port and industrial area,Porto e area industriale di Catania,industrial,port_industrial,37.5,15.1,2.0,IT,Sicilia,Catania,0.85
minedn37p050n14p650,"Candidate site at 37.050, 14.650","Sito candidato 37.050, 14.650",glasshouse_complex,candidate_persistent_anomaly,37.05,14.65,2.0,IT,Sicilia,,
minedn37p550n15p000,"Candidate site at 37.550, 15.000","Sito candidato 37.550, 15.000",quarry,candidate_persistent_anomaly,37.55,15.0,2.0,IT,Sicilia,,
minedn36p950n14p450,"Candidate site at 36.950, 14.450","Sito candidato 36.950, 14.450",glasshouse_complex,candidate_persistent_anomaly,36.95,14.45,2.0,IT,Sicilia,,
minedn36p950n14p950,"Candidate site at 36.950, 14.950","Sito candidato 36.950, 14.950",quarry,candidate_persistent_anomaly,36.95,14.95,2.0,IT,Sicilia,,
minedn37p150n14p600,"Candidate site at 37.150, 14.600","Sito candidato 37.150, 14.600",glasshouse_complex,candidate_persistent_anomaly,37.15,14.6,2.0,IT,Sicilia,,
minedn37p600n15p050,"Candidate site at 37.600, 15.050","Sito candidato 37.600, 15.050",urban,candidate_persistent_anomaly,37.6,15.05,2.0,IT,Sicilia,,
minedn37p250n14p450,"Candidate site at 37.250, 14.450","Sito candidato 37.250, 14.450",quarry,candidate_persistent_anomaly,37.25,14.45,2.0,IT,Sicilia,,
minedn36p800n14p950,"Candidate site at 36.800, 14.950","Sito candidato 36.800, 14.950",glasshouse_complex,candidate_persistent_anomaly,36.8,14.95,2.0,IT,Sicilia,,
minedn36p800n14p650,"Candidate site at 36.800, 14.650","Sito candidato 36.800, 14.650",glasshouse_complex,candidate_persistent_anomaly,36.8,14.65,2.0,IT,Sicilia,,
minedn36p750n14p950,"Candidate site at 36.750, 14.950","Sito candidato 36.750, 14.950",solar_farm,candidate_persistent_anomaly,36.75,14.95,2.0,IT,Sicilia,,
phoenix-36_9111-14_4283,Persistent thermal source 36.911°N 14.428°E,Fonte termica persistente 36.911°N 14.428°E,glasshouse_complex,plastic_polytunnel,36.9111,14.4283,0.5,IT,Sicilia,,1.0
phoenix-36_7915-14_6081,Persistent thermal source 36.791°N 14.608°E,Fonte termica persistente 36.791°N 14.608°E,glasshouse_complex,plastic_polytunnel,36.7915,14.6081,0.5,IT,Sicilia,,1.0
phoenix-36_9711-14_3681,Persistent thermal source 36.971°N 14.368°E,Fonte termica persistente 36.971°N 14.368°E,glasshouse_complex,plastic_polytunnel,36.9711,14.3681,0.5,IT,Sicilia,,1.0
phoenix-37_5094-14_9896,Persistent thermal source 37.509°N 14.990°E,Fonte termica persistente 37.509°N 14.990°E,industrial,landfill,37.5094,14.9896,0.5,IT,Sicilia,,0.85
phoenix-37_5506-14_9297,Persistent thermal source 37.551°N 14.930°E,Fonte termica persistente 37.551°N 14.930°E,glasshouse_complex,plastic_polytunnel,37.5506,14.9297,0.5,IT,Sicilia,,1.0
phoenix-36_7900-14_5900,Persistent thermal source 36.790°N 14.590°E,Fonte termica persistente 36.790°N 14.590°E,glasshouse_complex,plastic_polytunnel,36.79,14.59,0.5,IT,Sicilia,,1.0
phoenix-36_8900-14_4300,Persistent thermal source 36.890°N 14.430°E,Fonte termica persistente 36.890°N 14.430°E,glasshouse_complex,plastic_polytunnel,36.89,14.43,0.5,IT,Sicilia,,1.0
phoenix-36_9702-14_5103,Persistent thermal source 36.970°N 14.510°E,Fonte termica persistente 36.970°N 14.510°E,urban,urban_heat_island,36.9702,14.5103,0.5,IT,Sicilia,,0.7
phoenix-37_0696-14_7896,Persistent thermal source 37.070°N 14.790°E,Fonte termica persistente 37.070°N 14.790°E,solar_farm,photovoltaic_array,37.0696,14.7896,0.5,IT,Sicilia,,0.95
phoenix-37_1300-14_1100,Persistent thermal source 37.130°N 14.110°E,Fonte termica persistente 37.130°N 14.110°E,glasshouse_complex,plastic_polytunnel,37.13,14.11,0.5,IT,Sicilia,,1.0
phoenix-37_1503-14_6693,Persistent thermal source 37.150°N 14.669°E,Fonte termica persistente 37.150°N 14.669°E,solar_farm,photovoltaic_array,37.1503,14.6693,0.5,IT,Sicilia,,0.95
phoenix-37_4502-15_0493,Persistent thermal source 37.450°N 15.049°E,Fonte termica persistente 37.450°N 15.049°E,solar_farm,photovoltaic_array,37.4502,15.0493,0.5,IT,Sicilia,,0.95
phoenix-36_7700-14_6100,Persistent thermal source 36.770°N 14.610°E,Fonte termica persistente 36.770°N 14.610°E,urban,urban_heat_island,36.77,14.61,0.5,IT,Sicilia,,0.7
phoenix-36_7700-14_6300,Persistent thermal source 36.770°N 14.630°E,Fonte termica persistente 36.770°N 14.630°E,glasshouse_complex,plastic_polytunnel,36.77,14.63,0.5,IT,Sicilia,,1.0
phoenix-36_7920-14_4875,Persistent thermal source 36.792°N 14.488°E,Fonte termica persistente 36.792°N 14.488°E,glasshouse_complex,plastic_polytunnel,36.792,14.4875,0.5,IT,Sicilia,,1.0
phoenix-36_8100-14_4900,Persistent thermal source 36.810°N 14.490°E,Fonte termica persistente 36.810°N 14.490°E,glasshouse_complex,plastic_polytunnel,36.81,14.49,0.5,IT,Sicilia,,1.0
phoenix-36_9700-14_4700,Persistent cell 36.9700N 14.4700E (glasshouse_complex),Cella persistente 36.9700N 14.4700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.47,0.5,IT,Sicily,,
phoenix-37_0300-14_6500,Persistent cell 37.0300N 14.6500E (glasshouse_complex),Cella persistente 37.0300N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.03,14.65,0.4,IT,Sicily,,
phoenix-37_5700-14_9100,Persistent cell 37.5700N 14.9100E (solar_farm),Cella persistente 37.5700N 14.9100E (solar_farm),solar_farm,photovoltaic_array,37.57,14.91,0.5,IT,Sicily,,
phoenix-37_1700-14_6300,Persistent cell 37.1700N 14.6300E (glasshouse_complex),Cella persistente 37.1700N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.17,14.63,0.4,IT,Sicily,,
phoenix-37_1500-14_6300,Persistent cell 37.1500N 14.6300E (glasshouse_complex),Cella persistente 37.1500N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.15,14.63,0.5,IT,Sicily,,
phoenix-37_5500-14_7100,Persistent cell 37.5500N 14.7100E (glasshouse_complex),Cella persistente 37.5500N 14.7100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.55,14.71,0.4,IT,Sicily,,
phoenix-37_5500-14_7300,Persistent cell 37.5500N 14.7300E (glasshouse_complex),Cella persistente 37.5500N 14.7300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.55,14.73,0.4,IT,Sicily,,
phoenix-37_5100-14_7700,Persistent cell 37.5100N 14.7700E (glasshouse_complex),Cella persistente 37.5100N 14.7700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.51,14.77,0.4,IT,Sicily,,
phoenix-36_9700-14_6900,Persistent cell 36.9700N 14.6900E (glasshouse_complex),Cella persistente 36.9700N 14.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.69,0.3,IT,Sicily,,
phoenix-37_6100-15_1100,Persistent cell 37.6100N 15.1100E (solar_farm),Cella persistente 37.6100N 15.1100E (solar_farm),solar_farm,photovoltaic_array,37.61,15.11,0.5,IT,Sicily,,
phoenix-36_8200-14_5400,Persistent cell 36.8200N 14.5400E (glasshouse_complex),Cella persistente 36.8200N 14.5400E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.82,14.54,0.5,IT,Sicily,,
phoenix-37_6100-15_0100,Persistent cell 37.6100N 15.0100E (industrial),Cella persistente 37.6100N 15.0100E (industrial),industrial,industrial_site,37.61,15.01,0.5,IT,Sicily,,
phoenix-37_5900-14_9100,Persistent cell 37.5900N 14.9100E (quarry),Cella persistente 37.5900N 14.9100E (quarry),quarry,open_pit,37.59,14.91,0.5,IT,Sicily,,
phoenix-37_5700-14_8900,Persistent cell 37.5700N 14.8900E (urban),Cella persistente 37.5700N 14.8900E (urban),urban,urban_heat_island,37.57,14.89,0.4,IT,Sicily,,
phoenix-37_6100-14_9100,Persistent cell 37.6100N 14.9100E (glasshouse_complex),Cella persistente 37.6100N 14.9100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.61,14.91,0.35,IT,Sicily,,
phoenix-37_4500-14_5300,Persistent cell 37.4500N 14.5300E (glasshouse_complex),Cella persistente 37.4500N 14.5300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.45,14.53,0.4,IT,Sicily,,
phoenix-37_1700-14_6100,Persistent cell 37.1700N 14.6100E (glasshouse_complex),Cella persistente 37.1700N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.17,14.61,0.5,IT,Sicily,,
phoenix-37_1100-14_1100,Persistent cell 37.1100N 14.1100E (glasshouse_complex),Cella persistente 37.1100N 14.1100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.11,0.6,IT,Sicily,,
phoenix-37_5100-14_9500,Persistent cell 37.5100N 14.9500E (glasshouse_complex),Cella persistente 37.5100N 14.9500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.51,14.95,0.4,IT,Sicily,,
phoenix-37_1700-14_6500,Persistent cell 37.1700N 14.6500E (glasshouse_complex),Cella persistente 37.1700N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.17,14.65,0.3,IT,Sicily,,
phoenix-37_1500-14_6500,Persistent cell 37.1500N 14.6500E (glasshouse_complex),Cella persistente 37.1500N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.15,14.65,0.35,IT,Sicily,,
phoenix-37_1300-14_6300,Persistent cell 37.1300N 14.6300E (glasshouse_complex),Cella persistente 37.1300N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.63,0.35,IT,Sicily,,
phoenix-37_1300-14_6500,Persistent cell 37.1300N 14.6500E (glasshouse_complex),Cella persistente 37.1300N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.65,0.4,IT,Sicily,,
phoenix-36_8100-14_9700,Persistent cell 36.8100N 14.9700E (glasshouse_complex),Cella persistente 36.8100N 14.9700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.81,14.97,0.4,IT,Sicily,,
phoenix-37_6100-14_8900,Persistent cell 37.6100N 14.8900E (urban),Cella persistente 37.6100N 14.8900E (urban),urban,urban_heat_island,37.61,14.89,0.5,IT,Sicily,,
phoenix-37_5900-14_8900,Persistent cell 37.5900N 14.8900E (glasshouse_complex),Cella persistente 37.5900N 14.8900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.59,14.89,0.4,IT,Sicily,,
phoenix-37_5900-14_9300,Persistent cell 37.5900N 14.9300E (glasshouse_complex),Cella persistente 37.5900N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.59,14.93,0.3,IT,Sicily,,
phoenix-37_5700-14_9300,Persistent cell 37.5700N 14.9300E (urban),Cella persistente 37.5700N 14.9300E (urban),urban,urban_heat_island,37.57,14.93,0.5,IT,Sicily,,
phoenix-37_5500-14_8900,Persistent cell 37.5500N 14.8900E (glasshouse_complex),Cella persistente 37.5500N 14.8900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.55,14.89,0.4,IT,Sicily,,
phoenix-37_5500-14_9100,Persistent cell 37.5500N 14.9100E (glasshouse_complex),Cella persistente 37.5500N 14.9100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.55,14.91,0.4,IT,Sicily,,
phoenix-37_1300-14_6100,Persistent cell 37.1300N 14.6100E (glasshouse_complex),Cella persistente 37.1300N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.61,0.3,IT,Sicily,,
phoenix-37_0900-14_6100,Persistent cell 37.0900N 14.6100E (glasshouse_complex),Cella persistente 37.0900N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.09,14.61,0.4,IT,Sicily,,
phoenix-37_0700-14_6300,Persistent cell 37.0700N 14.6300E (glasshouse_complex),Cella persistente 37.0700N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.07,14.63,0.35,IT,Sicily,,
phoenix-37_0700-14_6500,Persistent cell 37.0700N 14.6500E (glasshouse_complex),Cella persistente 37.0700N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.07,14.65,0.4,IT,Sicily,,
phoenix-36_8900-14_9900,Persistent cell 36.8900N 14.9900E (glasshouse_complex),Cella persistente 36.8900N 14.9900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.89,14.99,0.3,IT,Sicily,,
phoenix-37_2900-14_4500,Persistent cell 37.2900N 14.4500E (glasshouse_complex),Cella persistente 37.2900N 14.4500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.29,14.45,0.4,IT,Sicily,,
phoenix-37_2900-14_4900,Persistent cell 37.2900N 14.4900E (quarry),Cella persistente 37.2900N 14.4900E (quarry),quarry,open_pit,37.29,14.49,0.5,IT,Sicily,,
phoenix-37_0500-14_6900,Persistent cell 37.0500N 14.6900E (glasshouse_complex),Cella persistente 37.0500N 14.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.69,0.6,IT,Sicily,,
phoenix-36_7600-14_9000,Persistent cell 36.7600N 14.9000E (glasshouse_complex),Cella persistente 36.7600N 14.9000E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.76,14.9,0.5,IT,Sicily,,
phoenix-37_5300-15_0700,Persistent cell 37.5300N 15.0700E (solar_farm),Cella persistente 37.5300N 15.0700E (solar_farm),solar_farm,photovoltaic_array,37.53,15.07,0.5,IT,Sicily,,
phoenix-37_2100-14_6500,Persistent cell 37.2100N 14.6500E (urban),Cella persistente 37.2100N 14.6500E (urban),urban,urban_heat_island,37.21,14.65,0.4,IT,Sicily,,
phoenix-36_9300-14_4100,Persistent cell 36.9300N 14.4100E (glasshouse_complex),Cella persistente 36.9300N 14.4100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.41,0.5,IT,Sicily,,
phoenix-36_9300-14_4300,Persistent cell 36.9300N 14.4300E (glasshouse_complex),Cella persistente 36.9300N 14.4300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.43,0.5,IT,Sicily,,
phoenix-36_8500-14_9700,Persistent cell 36.8500N 14.9700E (glasshouse_complex),Cella persistente 36.8500N 14.9700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.85,14.97,0.5,IT,Sicily,,
phoenix-36_9300-14_7900,Persistent cell 36.9300N 14.7900E (glasshouse_complex),Cella persistente 36.9300N 14.7900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.79,0.5,IT,Sicily,,
phoenix-37_6100-14_9700,Persistent cell 37.6100N 14.9700E (glasshouse_complex),Cella persistente 37.6100N 14.9700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.61,14.97,0.5,IT,Sicily,,
phoenix-36_9900-14_8100,Persistent cell 36.9900N 14.8100E (quarry),Cella persistente 36.9900N 14.8100E (quarry),quarry,open_pit,36.99,14.81,0.6,IT,Sicily,,
phoenix-37_2300-14_5900,Persistent cell 37.2300N 14.5900E (glasshouse_complex),Cella persistente 37.2300N 14.5900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.23,14.59,0.4,IT,Sicily,,
phoenix-37_2300-14_6100,Persistent cell 37.2300N 14.6100E (glasshouse_complex),Cella persistente 37.2300N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.23,14.61,0.4,IT,Sicily,,
phoenix-37_3700-14_5700,Persistent cell 37.3700N 14.5700E (glasshouse_complex),Cella persistente 37.3700N 14.5700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.37,14.57,0.4,IT,Sicily,,
phoenix-37_3500-14_6700,Persistent cell 37.3500N 14.6700E (glasshouse_complex),Cella persistente 37.3500N 14.6700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.35,14.67,0.5,IT,Sicily,,
phoenix-37_6100-14_9300,Persistent cell 37.6100N 14.9300E (glasshouse_complex),Cella persistente 37.6100N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.61,14.93,0.4,IT,Sicily,,
phoenix-37_5900-14_7500,Persistent cell 37.5900N 14.7500E (quarry),Cella persistente 37.5900N 14.7500E (quarry),quarry,open_pit,37.59,14.75,0.5,IT,Sicily,,
phoenix-37_3900-14_5900,Persistent cell 37.3900N 14.5900E (quarry),Cella persistente 37.3900N 14.5900E (quarry),quarry,open_pit,37.39,14.59,0.6,IT,Sicily,,
phoenix-37_3900-14_6100,Persistent cell 37.3900N 14.6100E (glasshouse_complex),Cella persistente 37.3900N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.39,14.61,0.4,IT,Sicily,,
phoenix-37_3700-14_5500,Persistent cell 37.3700N 14.5500E (solar_farm),Cella persistente 37.3700N 14.5500E (solar_farm),solar_farm,photovoltaic_array,37.37,14.55,0.4,IT,Sicily,,
phoenix-37_0700-14_6100,Persistent cell 37.0700N 14.6100E (glasshouse_complex),Cella persistente 37.0700N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.07,14.61,0.6,IT,Sicily,,
phoenix-37_1300-14_1300,Persistent cell 37.1300N 14.1300E (glasshouse_complex),Cella persistente 37.1300N 14.1300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.13,0.5,IT,Sicily,,
phoenix-37_1100-14_1300,Persistent cell 37.1100N 14.1300E (glasshouse_complex),Cella persistente 37.1100N 14.1300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.13,0.4,IT,Sicily,,
phoenix-37_0700-14_7700,Persistent cell 37.0700N 14.7700E (glasshouse_complex),Cella persistente 37.0700N 14.7700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.07,14.77,0.3,IT,Sicily,,
phoenix-36_9900-14_8300,Persistent cell 36.9900N 14.8300E (glasshouse_complex),Cella persistente 36.9900N 14.8300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.99,14.83,0.35,IT,Sicily,,
phoenix-36_9900-14_8500,Persistent cell 36.9900N 14.8500E (glasshouse_complex),Cella persistente 36.9900N 14.8500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.99,14.85,0.3,IT,Sicily,,
phoenix-36_9900-14_3500,Persistent cell 36.9900N 14.3500E (glasshouse_complex),Cella persistente 36.9900N 14.3500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.99,14.35,0.5,IT,Sicily,,
phoenix-36_8300-14_5500,Persistent cell 36.8300N 14.5500E (solar_farm),Cella persistente 36.8300N 14.5500E (solar_farm),solar_farm,photovoltaic_array,36.83,14.55,0.5,IT,Sicily,,
phoenix-36_8700-14_4500,Persistent cell 36.8700N 14.4500E (glasshouse_complex),Cella persistente 36.8700N 14.4500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.87,14.45,0.5,IT,Sicily,,
phoenix-36_9700-14_3900,Persistent cell 36.9700N 14.3900E (glasshouse_complex),Cella persistente 36.9700N 14.3900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.39,0.5,IT,Sicily,,
phoenix-37_6100-15_0700,Persistent cell 37.6100N 15.0700E (quarry),Cella persistente 37.6100N 15.0700E (quarry),quarry,open_pit,37.61,15.07,0.5,IT,Sicily,,
phoenix-37_4300-15_0500,Persistent cell 37.4300N 15.0500E (industrial),Cella persistente 37.4300N 15.0500E (industrial),industrial,industrial_site,37.43,15.05,0.5,IT,Sicily,,
phoenix-37_1500-14_7500,Persistent cell 37.1500N 14.7500E (industrial),Cella persistente 37.1500N 14.7500E (industrial),industrial,wastewater,37.15,14.75,0.5,IT,Sicily,,
phoenix-37_2100-14_6300,Persistent cell 37.2100N 14.6300E (urban),Cella persistente 37.2100N 14.6300E (urban),urban,urban_heat_island,37.21,14.63,0.4,IT,Sicily,,
phoenix-36_7900-14_9300,Persistent cell 36.7900N 14.9300E (glasshouse_complex),Cella persistente 36.7900N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.79,14.93,0.5,IT,Sicily,,
phoenix-36_9300-14_5700,Persistent cell 36.9300N 14.5700E (glasshouse_complex),Cella persistente 36.9300N 14.5700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.57,0.5,IT,Sicily,,
phoenix-36_8300-14_4900,Persistent cell 36.8300N 14.4900E (glasshouse_complex),Cella persistente 36.8300N 14.4900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.83,14.49,0.5,IT,Sicily,,
phoenix-37_4700-14_5300,Persistent cell 37.4700N 14.5300E (industrial),Cella persistente 37.4700N 14.5300E (industrial),industrial,wastewater,37.47,14.53,0.5,IT,Sicily,,
phoenix-37_4500-15_0300,Persistent cell 37.4500N 15.0300E (solar_farm),Cella persistente 37.4500N 15.0300E (solar_farm),solar_farm,photovoltaic_array,37.45,15.03,0.5,IT,Sicily,,
phoenix-36_8500-14_4900,Persistent cell 36.8500N 14.4900E (glasshouse_complex),Cella persistente 36.8500N 14.4900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.85,14.49,0.5,IT,Sicily,,
phoenix-37_6300-15_0900,Persistent cell 37.6300N 15.0900E (glasshouse_complex),Cella persistente 37.6300N 15.0900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.63,15.09,0.4,IT,Sicily,,
phoenix-37_3100-14_5300,Persistent cell 37.3100N 14.5300E (glasshouse_complex),Cella persistente 37.3100N 14.5300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.53,0.5,IT,Sicily,,
phoenix-36_9900-14_3700,Persistent cell 36.9900N 14.3700E (glasshouse_complex),Cella persistente 36.9900N 14.3700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.99,14.37,0.6,IT,Sicily,,
phoenix-37_2500-14_5900,Persistent cell 37.2500N 14.5900E (glasshouse_complex),Cella persistente 37.2500N 14.5900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.25,14.59,0.4,IT,Sicily,,
