id,name_en,name_it,category,subcategory,lat,lon,radius_km,country,region,province,false_positive_confidence
phoenix-37_5300-14_8500,Persistent cell 37.5300N 14.8500E (glasshouse_complex),Cella persistente 37.5300N 14.8500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.53,14.85,0.5,IT,Sicily,,
phoenix-37_2900-14_5500,Persistent cell 37.2900N 14.5500E (glasshouse_complex),Cella persistente 37.2900N 14.5500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.29,14.55,0.4,IT,Sicily,,
phoenix-37_2100-14_6100,Persistent cell 37.2100N 14.6100E (glasshouse_complex),Cella persistente 37.2100N 14.6100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.21,14.61,0.4,IT,Sicily,,
phoenix-37_1700-14_7100,Persistent cell 37.1700N 14.7100E (glasshouse_complex),Cella persistente 37.1700N 14.7100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.17,14.71,0.35,IT,Sicily,,
phoenix-36_9300-14_7700,Persistent cell 36.9300N 14.7700E (glasshouse_complex),Cella persistente 36.9300N 14.7700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.77,0.3,IT,Sicily,,
phoenix-36_9300-14_9300,Persistent cell 36.9300N 14.9300E (glasshouse_complex),Cella persistente 36.9300N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.93,14.93,0.35,IT,Sicily,,
phoenix-36_7900-14_9700,Persistent cell 36.7900N 14.9700E (glasshouse_complex),Cella persistente 36.7900N 14.9700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.79,14.97,0.5,IT,Sicily,,
phoenix-37_4300-14_9500,Persistent cell 37.4300N 14.9500E (glasshouse_complex),Cella persistente 37.4300N 14.9500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,14.95,0.4,IT,Sicily,,
phoenix-37_3700-14_5900,Persistent cell 37.3700N 14.5900E (glasshouse_complex),Cella persistente 37.3700N 14.5900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.37,14.59,0.4,IT,Sicily,,
phoenix-37_3500-14_5500,Persistent cell 37.3500N 14.5500E (glasshouse_complex),Cella persistente 37.3500N 14.5500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.35,14.55,0.3,IT,Sicily,,
phoenix-37_3500-14_5700,Persistent cell 37.3500N 14.5700E (glasshouse_complex),Cella persistente 37.3500N 14.5700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.35,14.57,0.4,IT,Sicily,,
phoenix-37_3300-14_5500,Persistent cell 37.3300N 14.5500E (glasshouse_complex),Cella persistente 37.3300N 14.5500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.33,14.55,0.4,IT,Sicily,,
phoenix-37_1300-14_2900,Persistent cell 37.1300N 14.2900E (glasshouse_complex),Cella persistente 37.1300N 14.2900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.29,0.4,IT,Sicily,,
phoenix-37_0900-14_7100,Persistent cell 37.0900N 14.7100E (quarry),Cella persistente 37.0900N 14.7100E (quarry),quarry,open_pit,37.09,14.71,0.4,IT,Sicily,,
phoenix-36_9700-14_7900,Persistent cell 36.9700N 14.7900E (quarry),Cella persistente 36.9700N 14.7900E (quarry),quarry,open_pit,36.97,14.79,0.4,IT,Sicily,,
phoenix-37_5900-15_0700,Persistent cell 37.5900N 15.0700E (urban),Cella persistente 37.5900N 15.0700E (urban),urban,urban_heat_island,37.59,15.07,0.4,IT,Sicily,,
phoenix-37_0500-14_7500,Persistent cell 37.0500N 14.7500E (glasshouse_complex),Cella persistente 37.0500N 14.7500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.75,0.4,IT,Sicily,,
phoenix-36_8500-14_4700,Persistent cell 36.8500N 14.4700E (glasshouse_complex),Cella persistente 36.8500N 14.4700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.85,14.47,0.4,IT,Sicily,,
phoenix-37_4700-15_0300,Persistent cell 37.4700N 15.0300E (glasshouse_complex),Cella persistente 37.4700N 15.0300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.47,15.03,0.4,IT,Sicily,,
phoenix-37_4500-15_0100,Persistent cell 37.4500N 15.0100E (glasshouse_complex),Cella persistente 37.4500N 15.0100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.45,15.01,0.35,IT,Sicily,,
phoenix-37_3100-14_4500,Persistent cell 37.3100N 14.4500E (glasshouse_complex),Cella persistente 37.3100N 14.4500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.45,0.3,IT,Sicily,,
phoenix-37_0100-14_6500,Persistent cell 37.0100N 14.6500E (glasshouse_complex),Cella persistente 37.0100N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.01,14.65,0.5,IT,Sicily,,
phoenix-36_8700-14_4900,Persistent cell 36.8700N 14.4900E (glasshouse_complex),Cella persistente 36.8700N 14.4900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.87,14.49,0.6,IT,Sicily,,
phoenix-36_8100-14_6300,Persistent cell 36.8100N 14.6300E (glasshouse_complex),Cella persistente 36.8100N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.81,14.63,0.4,IT,Sicily,,
phoenix-36_7900-14_6300,Persistent cell 36.7900N 14.6300E (glasshouse_complex),Cella persistente 36.7900N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.79,14.63,0.35,IT,Sicily,,
phoenix-37_4700-15_0500,Persistent cell 37.4700N 15.0500E (industrial),Cella persistente 37.4700N 15.0500E (industrial),industrial,industrial_site,37.47,15.05,0.5,IT,Sicily,,
phoenix-37_6600-14_8100,Persistent cell 37.6600N 14.8100E (glasshouse_complex),Cella persistente 37.6600N 14.8100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.66,14.81,0.6,IT,Sicily,,
phoenix-36_8300-14_5300,Persistent cell 36.8300N 14.5300E (glasshouse_complex),Cella persistente 36.8300N 14.5300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.83,14.53,0.5,IT,Sicily,,
phoenix-37_0500-14_3300,Persistent cell 37.0500N 14.3300E (glasshouse_complex),Cella persistente 37.0500N 14.3300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.33,0.5,IT,Sicily,,
phoenix-37_1100-14_0500,Persistent cell 37.1100N 14.0500E (glasshouse_complex),Cella persistente 37.1100N 14.0500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.05,0.5,IT,Sicily,,
phoenix-37_2300-14_8300,Persistent cell 37.2300N 14.8300E (solar_farm),Cella persistente 37.2300N 14.8300E (solar_farm),solar_farm,photovoltaic_array,37.23,14.83,0.5,IT,Sicily,,
phoenix-37_2300-14_6300,Persistent cell 37.2300N 14.6300E (industrial),Cella persistente 37.2300N 14.6300E (industrial),industrial,industrial_site,37.23,14.63,0.5,IT,Sicily,,
phoenix-36_7700-14_6500,Persistent cell 36.7700N 14.6500E (glasshouse_complex),Cella persistente 36.7700N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.77,14.65,0.5,IT,Sicily,,
phoenix-37_6300-15_1100,Persistent cell 37.6300N 15.1100E (quarry),Cella persistente 37.6300N 15.1100E (quarry),quarry,open_pit,37.63,15.11,0.5,IT,Sicily,,
phoenix-37_0100-14_3700,Persistent cell 37.0100N 14.3700E (glasshouse_complex),Cella persistente 37.0100N 14.3700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.01,14.37,0.5,IT,Sicily,,
phoenix-36_9500-14_3900,Persistent cell 36.9500N 14.3900E (glasshouse_complex),Cella persistente 36.9500N 14.3900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.95,14.39,0.5,IT,Sicily,,
phoenix-36_8700-14_9500,Persistent cell 36.8700N 14.9500E (quarry),Cella persistente 36.8700N 14.9500E (quarry),quarry,open_pit,36.87,14.95,0.5,IT,Sicily,,
phoenix-37_2500-14_5100,Persistent cell 37.2500N 14.5100E (industrial),Cella persistente 37.2500N 14.5100E (industrial),industrial,industrial_site,37.25,14.51,0.5,IT,Sicily,,
phoenix-37_1100-14_0900,Persistent cell 37.1100N 14.0900E (glasshouse_complex),Cella persistente 37.1100N 14.0900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.09,0.5,IT,Sicily,,
phoenix-37_3700-15_0300,Persistent cell 37.3700N 15.0300E (industrial),Cella persistente 37.3700N 15.0300E (industrial),industrial,landfill,37.37,15.03,0.5,IT,Sicily,,
phoenix-37_2400-13_6200,Persistent cell 37.2400N 13.6200E (glasshouse_complex),Cella persistente 37.2400N 13.6200E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.24,13.62,0.5,IT,Sicily,,
phoenix-37_1500-13_9800,Persistent cell 37.1500N 13.9800E (glasshouse_complex),Cella persistente 37.1500N 13.9800E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.15,13.98,0.5,IT,Sicily,,
phoenix-37_1500-14_1000,Persistent cell 37.1500N 14.1000E (glasshouse_complex),Cella persistente 37.1500N 14.1000E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.15,14.1,0.5,IT,Sicily,,
phoenix-36_8500-14_4600,Persistent cell 36.8500N 14.4600E (glasshouse_complex),Cella persistente 36.8500N 14.4600E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.85,14.46,0.5,IT,Sicily,,
phoenix-36_8200-14_5800,Persistent cell 36.8200N 14.5800E (urban),Cella persistente 36.8200N 14.5800E (urban),urban,urban_heat_island,36.82,14.58,0.4,IT,Sicily,,
phoenix-37_1300-13_9900,Persistent cell 37.1300N 13.9900E (glasshouse_complex),Cella persistente 37.1300N 13.9900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,13.99,0.7,IT,Sicily,,
phoenix-36_9700-14_8700,Persistent cell 36.9700N 14.8700E (glasshouse_complex),Cella persistente 36.9700N 14.8700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.87,0.5,IT,Sicily,,
phoenix-36_9700-14_8100,Persistent cell 36.9700N 14.8100E (glasshouse_complex),Cella persistente 36.9700N 14.8100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.81,0.6,IT,Sicily,,
phoenix-36_9500-14_8100,Persistent cell 36.9500N 14.8100E (glasshouse_complex),Cella persistente 36.9500N 14.8100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.95,14.81,0.5,IT,Sicily,,
phoenix-37_3100-14_5500,Persistent cell 37.3100N 14.5500E (glasshouse_complex),Cella persistente 37.3100N 14.5500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.55,0.4,IT,Sicily,,
phoenix-37_0900-14_1700,Persistent cell 37.0900N 14.1700E (glasshouse_complex),Cella persistente 37.0900N 14.1700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.09,14.17,0.4,IT,Sicily,,
phoenix-37_0900-14_1900,Persistent cell 37.0900N 14.1900E (glasshouse_complex),Cella persistente 37.0900N 14.1900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.09,14.19,0.5,IT,Sicily,,
phoenix-37_1300-14_0300,Persistent cell 37.1300N 14.0300E (glasshouse_complex),Cella persistente 37.1300N 14.0300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.03,0.6,IT,Sicily,,
phoenix-37_1100-14_0300,Persistent cell 37.1100N 14.0300E (glasshouse_complex),Cella persistente 37.1100N 14.0300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.03,0.5,IT,Sicily,,
phoenix-37_0100-14_3500,Persistent cell 37.0100N 14.3500E (glasshouse_complex),Cella persistente 37.0100N 14.3500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.01,14.35,0.5,IT,Sicily,,
phoenix-36_9700-14_8300,Persistent cell 36.9700N 14.8300E (glasshouse_complex),Cella persistente 36.9700N 14.8300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.97,14.83,0.4,IT,Sicily,,
phoenix-36_9500-14_8300,Persistent cell 36.9500N 14.8300E (glasshouse_complex),Cella persistente 36.9500N 14.8300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.95,14.83,0.4,IT,Sicily,,
phoenix-37_1400-13_9300,Persistent cell 37.1400N 13.9300E (glasshouse_complex),Cella persistente 37.1400N 13.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.14,13.93,0.5,IT,Sicily,,
phoenix-37_6700-14_8300,Persistent cell 37.6700N 14.8300E (urban),Cella persistente 37.6700N 14.8300E (urban),urban,urban_heat_island,37.67,14.83,0.4,IT,Sicily,,
phoenix-37_3300-14_6900,Persistent cell 37.3300N 14.6900E (glasshouse_complex),Cella persistente 37.3300N 14.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.33,14.69,0.4,IT,Sicily,,
phoenix-37_3100-14_6900,Persistent cell 37.3100N 14.6900E (glasshouse_complex),Cella persistente 37.3100N 14.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.69,0.4,IT,Sicily,,
phoenix-37_2500-14_6300,Persistent cell 37.2500N 14.6300E (glasshouse_complex),Cella persistente 37.2500N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.25,14.63,0.3,IT,Sicily,,
phoenix-37_2500-14_6500,Persistent cell 37.2500N 14.6500E (glasshouse_complex),Cella persistente 37.2500N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.25,14.65,0.3,IT,Sicily,,
phoenix-37_2300-14_6500,Persistent cell 37.2300N 14.6500E (glasshouse_complex),Cella persistente 37.2300N 14.6500E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.23,14.65,0.4,IT,Sicily,,
phoenix-36_9500-14_8700,Persistent cell 36.9500N 14.8700E (glasshouse_complex),Cella persistente 36.9500N 14.8700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.95,14.87,0.5,IT,Sicily,,
phoenix-37_3100-14_6700,Persistent cell 37.3100N 14.6700E (glasshouse_complex),Cella persistente 37.3100N 14.6700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.67,0.5,IT,Sicily,,
phoenix-37_1300-14_3100,Persistent cell 37.1300N 14.3100E (glasshouse_complex),Cella persistente 37.1300N 14.3100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.31,0.4,IT,Sicily,,
phoenix-37_0900-14_2500,Persistent cell 37.0900N 14.2500E (urban),Cella persistente 37.0900N 14.2500E (urban),urban,urban_heat_island,37.09,14.25,0.4,IT,Sicily,,
phoenix-37_4300-14_7900,Persistent cell 37.4300N 14.7900E (glasshouse_complex),Cella persistente 37.4300N 14.7900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,14.79,0.3,IT,Sicily,,
phoenix-37_3300-14_5300,Persistent cell 37.3300N 14.5300E (glasshouse_complex),Cella persistente 37.3300N 14.5300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.33,14.53,0.4,IT,Sicily,,
phoenix-37_2900-14_6100,Persistent cell 37.2900N 14.6100E (quarry),Cella persistente 37.2900N 14.6100E (quarry),quarry,open_pit,37.29,14.61,0.5,IT,Sicily,,
phoenix-37_1700-14_2900,Persistent cell 37.1700N 14.2900E (glasshouse_complex),Cella persistente 37.1700N 14.2900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.17,14.29,0.4,IT,Sicily,,
phoenix-37_0900-14_3700,Persistent cell 37.0900N 14.3700E (glasshouse_complex),Cella persistente 37.0900N 14.3700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.09,14.37,0.5,IT,Sicily,,
phoenix-37_4900-15_0500,Persistent cell 37.4900N 15.0500E (urban),Cella persistente 37.4900N 15.0500E (urban),urban,urban_heat_island,37.49,15.05,0.4,IT,Sicily,,
phoenix-37_4300-14_8300,Persistent cell 37.4300N 14.8300E (glasshouse_complex),Cella persistente 37.4300N 14.8300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,14.83,0.4,IT,Sicily,,
phoenix-37_3100-14_5100,Persistent cell 37.3100N 14.5100E (glasshouse_complex),Cella persistente 37.3100N 14.5100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.51,0.5,IT,Sicily,,
phoenix-37_6100-15_0900,Persistent cell 37.6100N 15.0900E (urban),Cella persistente 37.6100N 15.0900E (urban),urban,urban_heat_island,37.61,15.09,0.5,IT,Sicily,,
phoenix-37_4300-14_8900,Persistent cell 37.4300N 14.8900E (glasshouse_complex),Cella persistente 37.4300N 14.8900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,14.89,0.4,IT,Sicily,,
phoenix-37_4300-15_0300,Persistent cell 37.4300N 15.0300E (glasshouse_complex),Cella persistente 37.4300N 15.0300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.43,15.03,0.4,IT,Sicily,,
phoenix-37_3100-14_4100,Persistent cell 37.3100N 14.4100E (glasshouse_complex),Cella persistente 37.3100N 14.4100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.41,0.5,IT,Sicily,,
phoenix-37_3100-14_4300,Persistent cell 37.3100N 14.4300E (glasshouse_complex),Cella persistente 37.3100N 14.4300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.31,14.43,0.4,IT,Sicily,,
phoenix-37_2900-14_4700,Persistent cell 37.2900N 14.4700E (glasshouse_complex),Cella persistente 37.2900N 14.4700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.29,14.47,0.4,IT,Sicily,,
phoenix-37_2700-14_5100,Persistent cell 37.2700N 14.5100E (glasshouse_complex),Cella persistente 37.2700N 14.5100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.27,14.51,0.4,IT,Sicily,,
phoenix-37_2500-14_4900,Persistent cell 37.2500N 14.4900E (glasshouse_complex),Cella persistente 37.2500N 14.4900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.25,14.49,0.3,IT,Sicily,,
phoenix-37_2100-14_5300,Persistent cell 37.2100N 14.5300E (urban),Cella persistente 37.2100N 14.5300E (urban),urban,urban_heat_island,37.21,14.53,0.5,IT,Sicily,,
phoenix-37_1900-14_6300,Persistent cell 37.1900N 14.6300E (glasshouse_complex),Cella persistente 37.1900N 14.6300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.19,14.63,0.4,IT,Sicily,,
phoenix-37_1300-14_0700,Persistent cell 37.1300N 14.0700E (glasshouse_complex),Cella persistente 37.1300N 14.0700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.07,0.5,IT,Sicily,,
phoenix-37_1300-14_0900,Persistent cell 37.1300N 14.0900E (glasshouse_complex),Cella persistente 37.1300N 14.0900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.13,14.09,0.4,IT,Sicily,,
phoenix-37_1100-14_0700,Persistent cell 37.1100N 14.0700E (glasshouse_complex),Cella persistente 37.1100N 14.0700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.07,0.3,IT,Sicily,,
phoenix-37_1100-14_2100,Persistent cell 37.1100N 14.2100E (glasshouse_complex),Cella persistente 37.1100N 14.2100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.11,14.21,0.4,IT,Sicily,,
phoenix-37_5900-15_0900,Persistent cell 37.5900N 15.0900E (urban),Cella persistente 37.5900N 15.0900E (urban),urban,urban_heat_island,37.59,15.09,0.5,IT,Sicily,,
phoenix-37_0500-14_9300,Persistent cell 37.0500N 14.9300E (glasshouse_complex),Cella persistente 37.0500N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.05,14.93,0.4,IT,Sicily,,
phoenix-37_0300-14_9300,Persistent cell 37.0300N 14.9300E (glasshouse_complex),Cella persistente 37.0300N 14.9300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.03,14.93,0.4,IT,Sicily,,
phoenix-37_2900-14_9900,Persistent cell 37.2900N 14.9900E (urban),Cella persistente 37.2900N 14.9900E (urban),urban,urban_heat_island,37.29,14.99,0.5,IT,Sicily,,
phoenix-37_2700-14_5300,Persistent cell 37.2700N 14.5300E (glasshouse_complex),Cella persistente 37.2700N 14.5300E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.27,14.53,0.4,IT,Sicily,,
phoenix-37_2700-14_5700,Persistent cell 37.2700N 14.5700E (quarry),Cella persistente 37.2700N 14.5700E (quarry),quarry,open_pit,37.27,14.57,0.4,IT,Sicily,,
phoenix-37_2700-14_5900,Persistent cell 37.2700N 14.5900E (glasshouse_complex),Cella persistente 37.2700N 14.5900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.27,14.59,0.4,IT,Sicily,,
phoenix-37_2500-14_5300,Persistent cell 37.2500N 14.5300E (quarry),Cella persistente 37.2500N 14.5300E (quarry),quarry,open_pit,37.25,14.53,0.5,IT,Sicily,,
phoenix-36_9500-15_1500,Persistent cell 36.9500N 15.1500E (quarry),Cella persistente 36.9500N 15.1500E (quarry),quarry,open_pit,36.95,15.15,0.4,IT,Sicily,,
phoenix-36_9500-15_1700,Persistent cell 36.9500N 15.1700E (glasshouse_complex),Cella persistente 36.9500N 15.1700E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.95,15.17,0.3,IT,Sicily,,
phoenix-37_7500-14_4800,Persistent cell 37.7500N 14.4800E (glasshouse_complex),Cella persistente 37.7500N 14.4800E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.75,14.48,0.5,IT,Sicily,,
phoenix-37_2400-13_6400,Persistent cell 37.2400N 13.6400E (glasshouse_complex),Cella persistente 37.2400N 13.6400E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.24,13.64,0.4,IT,Sicily,,
phoenix-37_1500-14_1600,Persistent cell 37.1500N 14.1600E (glasshouse_complex),Cella persistente 37.1500N 14.1600E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.15,14.16,0.3,IT,Sicily,,
phoenix-36_7500-14_6900,Persistent cell 36.7500N 14.6900E (glasshouse_complex),Cella persistente 36.7500N 14.6900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.75,14.69,0.4,IT,Sicily,,
phoenix-37_8900-15_0200,Persistent cell 37.8900N 15.0200E (glasshouse_complex),Cella persistente 37.8900N 15.0200E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,37.89,15.02,0.4,IT,Sicily,,
phoenix-36_7100-14_9900,Persistent cell 36.7100N 14.9900E (glasshouse_complex),Cella persistente 36.7100N 14.9900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.71,14.99,0.5,IT,Sicily,,
phoenix-36_8100-14_5100,Persistent cell 36.8100N 14.5100E (glasshouse_complex),Cella persistente 36.8100N 14.5100E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.81,14.51,0.5,IT,Sicily,,
phoenix-36_7500-14_9900,Persistent cell 36.7500N 14.9900E (glasshouse_complex),Cella persistente 36.7500N 14.9900E (glasshouse_complex),glasshouse_complex,plastic_polytunnel,36.75,14.99,0.5,IT,Sicily,,
phoenix-37_1900-14_6700,Persistent cell 37.1900N 14.6700E (solar_farm),Cella persistente 37.1900N 14.6700E (solar_farm),solar_farm,photovoltaic_array,37.19,14.67,0.5,IT,Sicily,,
